year	datetime	stage	regular_season	playoffs	opponent	seed	opponent_seed	home_away	home	away	status	played	postponed	future	new_date	outcome	win	loss	tie	forfeit	runs_scored	runs_allowed	note
2016	2016-06-08 17:30:00	regular season	True	False	PHRD Sox			home	True	False	played	True	False	False		win	True	False	False	False	19	7	6 innings, mercy rule
2016	2016-06-22 17:30:00	regular season	True	False	Toxic Waste			away	False	True	postponed	False	True	False	2016-07-06								field maintenance
2016	2016-06-30 17:30:00	regular season	True	False	Corn Wallaces			away	False	True	played	True	False	False		win	True	False	False	False	21	8	5 innings, mercy rule
2016	2016-07-06 17:30:00	regular season	True	False	Toxic Waste			away	False	True	played	True	False	False		loss	False	True	False	False	21	22	
2016	2016-07-20 17:30:00	regular season	True	False	Loose Cannons			home	True	False	played	True	False	False		loss	False	True	False	False	3	14	
2016	2016-07-27 17:30:00	regular season	True	False	Ochos			home	True	False	played	True	False	False		win	True	False	False	False	9	6	
2016	2016-08-04 17:30:00	regular season	True	False	Sudden Impact			home	True	False	played	True	False	False		win	True	False	False	True	7	0	
2016	2016-08-10 17:30:00	regular season	True	False	bandITS			away	False	True	played	True	False	False		win	True	False	False	False	8	2	doubleheader, game 1
2016	2016-08-10 18:30:00	regular season	True	False	bandITS			away	False	True	played	True	False	False		win	True	False	False	False	12	6	doubleheader, game 2
2016	2016-08-31 17:30:00	playoffs	False	True	bandITS	2	3	home	True	False	played	True	False	False		loss	False	True	False	False	7	12	
2016	2016-09-06 17:30:00	playoffs	False	True	Corn Wallaces	2	6	home	True	False	played	True	False	False		win	True	False	False	False	10	6	
2016	2016-09-08 17:30:00	playoffs	False	True	Ochos	2	4	home	True	False	played	True	False	False		win	True	False	False	False	19	7	5 innings, mercy rule
2016	2016-09-12 17:30:00	playoffs	False	True	bandITS	2	3	home	True	False	played	True	False	False		win	True	False	False	False	17	5	5 innings, mercy rule
2016	2016-09-13 17:30:00	playoffs	False	True	Loose Cannons	2	1	away	False	True	played	True	False	False		loss	False	True	False	False	11	17	
2017	2017-05-17 17:45:00	regular season	True	False	Sudden Impact			away	False	True	postponed	False	True	False	2017-06-12								too few players
2017	2017-05-24 17:45:00	regular season	True	False	Toxic Waste			home	True	False	postponed	False	True	False	2017-07-26								rain
2017	2017-05-31 17:45:00	regular season	True	False	Corn Wallaces			away	False	True	played	True	False	False		win	True	False	False	False	20	1	5 innings, mercy rule
2017	2017-06-08 17:45:00	regular season	True	False	Ochos			away	False	True	played	True	False	False		win	True	False	False	False	20	10	
2017	2017-06-12 17:45:00	regular season	True	False	Sudden Impact			away	False	True	played	True	False	False		win	True	False	False	False	18	5	6 innings, mercy rule
2017	2017-06-13 17:45:00	regular season	True	False	Loose Cannons			away	False	True	played	True	False	False		loss	False	True	False	False	8	11	
2017	2017-06-22 17:45:00	regular season	True	False	bandITS			home	True	False	played	True	False	False		win	True	False	False	False	14	1	5 innings, mercy rule
2017	2017-07-11 17:45:00	regular season	True	False	Corn Wallaces			home	True	False	played	True	False	False		loss	False	True	False	False	10	14	
2017	2017-07-19 17:45:00	regular season	True	False	Sudden Impact			home	True	False	played	True	False	False		win	True	False	False	True	7	0	
2017	2017-07-26 17:45:00	regular season	True	False	Toxic Waste			home	True	False	played	True	False	False		win	True	False	False	False	15	0	4 innings, mercy rule, doubleheader, game 1
2017	2017-07-26 18:45:00	regular season	True	False	Toxic Waste			away	False	True	played	True	False	False		win	True	False	False	True	7	0	doubleheader, game 2
2017	2017-08-03 17:45:00	regular season	True	False	Ochos			home	True	False	played	True	False	False		win	True	False	False	True	7	0	
2017	2017-08-08 17:45:00	regular season	True	False	Loose Cannons			home	True	False	postponed	False	True	False	2017-08-18								rain
2017	2017-08-17 17:45:00	regular season	True	False	bandITS			away	False	True	played	True	False	False		loss	False	True	False	False	16	17	
2017	2017-08-18 17:45:00	regular season	True	False	Loose Cannons			home	True	False	postponed	False	True	False	2017-08-23								heat
2017	2017-08-23 17:45:00	regular season	True	False	Loose Cannons			home	True	False	played	True	False	False		loss	False	True	False	False	6	21	5 innings, mercy rule
2017	2017-08-29 17:45:00	playoffs	False	True	Corn Wallaces	2	3	home	True	False	played	True	False	False		win	True	False	False	False	18	10	
2017	2017-08-30 17:45:00	playoffs	False	True	Loose Cannons	2	1	home	True	False	future	False	False	True									
